0000000340,234/56 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,5033785412
0000000341,567/89 Bang Ian Road,Ayutthaya,Uthai,13000,1224862448
0000000342,890/12 Rojana Road,Ayutthaya,Uthai,13000,4247225945
0000000343,345/67 Phachi Road,Ayutthaya,Phachi,13120,1613069214
0000000344,678/90 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,1363754601
0000000345,901/23 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,1391508506
0000000346,234/56 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,1316385449
0000000347,567/89 Bang Ian Road,Ayutthaya,Uthai,13000,1063066279
0000000348,890/12 Rojana Road,Ayutthaya,Uthai,13000,5887933916
0000000349,456/78 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,3862296246
0000000350,123/45 Phachi Road,Ayutthaya,Phachi,13120,3061823787
0000000351,789/12 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,5148768130
0000000352,234/56 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,6805494675
0000000353,567/89 Rojana Road,Ayutthaya,Uthai,13000,4627520738
0000000354,890/12 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,9592606106
0000000355,345/67 Bang Ian Road,Ayutthaya,Uthai,13000,6132190621
0000000356,678/90 Phachi Road,Ayutthaya,Phachi,13120,4244039920
0000000357,901/23 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,4338259510
0000000358,234/56 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,8519541738
0000000359,567/89 Rojana Road,Ayutthaya,Uthai,13000,8651299151
0000000360,890/12 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,5724333282
0000000361,456/78 Bang Ian Road,Ayutthaya,Uthai,13000,7203183056
0000000362,123/45 Phachi Road,Ayutthaya,Phachi,13120,2239325130
0000000363,789/12 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,9964340541
0000000364,234/56 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,3026362972
0000000365,567/89 Rojana Road,Ayutthaya,Uthai,13000,9309614835
0000000366,890/12 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,7772725742
0000000367,345/67 Bang Ian Road,Ayutthaya,Uthai,13000,7833490368
0000000368,678/90 Phachi Road,Ayutthaya,Phachi,13120,2425800068
0000000369,901/23 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,8341235738
0000000370,234/56 Bang Pa-In Road,Ayutthaya,Bang Pa-In,13160,8097292769
0000000371,567/89 Rojana Road,Ayutthaya,Uthai,13000,6937111987
0000000372,890/12 Pa Thong Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,3857864741
0000000373,456/78 Bang Ian Road,Ayutthaya,Uthai,13000,2258675146
0000000374,123/45 Phachi Road,Ayutthaya,Phachi,13120,5094815626
0000000375,789/12 Naresuan Road,Ayutthaya,Phra Nakhon Si Ayutthaya,13000,3525055981
0000000376,123/45 Pattaya Beach Road,Chon Buri,Bang Lamung,20150,2513571328
0000000377,789/12 Jomtien Beach Road,Chon Buri,Bang Lamung,20150,6069301414
0000000378,456/78 Naklua Road,Chon Buri,Bang Lamung,20150,1543222685
0000000379,234/56 Central Pattaya Road,Chon Buri,Bang Lamung,20150,3823032375
0000000380,890/12 Sukhumvit Road,Chon Buri,Sattahip,20250,1954949875
0000000381,567/89 Sriracha Nakorn Road,Chon Buri,Sriracha,20110,4303490728
0000000382,321/54 Laem Chabang Industrial Estate,Chon Buri,Sriracha,20230,7697295342
0000000383,987/65 Mueang Chon Buri Road,Chon Buri,Mueang Chon Buri,20000,1958204094
0000000384,654/32 Bang Saen Lang Road,Chon Buri,Mueang Chon Buri,20130,6015823527
0000000385,234/56 Nong Mon Market Road,Chon Buri,Mueang Chon Buri,20000,3682740289
0000000386,890/12 Si Racha Nakorn Road,Chon Buri,Sriracha,20110,4739701502
0000000387,345/67 Khao Kheow Open Zoo,Chon Buri,Sriracha,20250,9347609580
0000000388,678/90 Khlong Tamru,Chon Buri,Bang Lamung,20150,9125859505
0000000389,123/45 Ban Bueng Road,Chon Buri,Ban Bueng,20170,4449475186
0000000390,901/23 Bang Saen Beach Road,Chon Buri,Sattahip,20250,5544767805
0000000391,234/56 Nong Yai Road,Chon Buri,Sattahip,20250,2116348548
0000000392,567/89 Bang Phra Reservoir,Chon Buri,Sriracha,20110,8017625085
0000000393,890/12 Bo Win Sub-district,Chon Buri,Sriracha,20110,4802536180
0000000394,456/78 Nong Prue Sub-district,Chon Buri,Bang Lamung,20150,3986561733
0000000395,123/45 Khao Maikaew,Chon Buri,Sattahip,20250,1784014381
0000000396,789/12 Bang Lamung,Chon Buri,Bang Lamung,20150,2255488921
0000000397,234/56 Ko Sichang,Chon Buri,Ko Sichang,20000,1098198457
0000000398,567/89 Bang Saen Lang Beach,Chon Buri,Sattahip,20250,5484303550
0000000399,890/12 Si Racha District Office,Chon Buri,Sriracha,20110,2457232899
0000000400,345/67 Laem Chabang Port,Chon Buri,Sriracha,20230,2965555421
0000000401,678/90 Nong Chak,Chon Buri,Mueang Chon Buri,20000,4605483707
0000000402,901/23 Nong Irun,Chon Buri,Mueang Chon Buri,20000,1161885552
0000000403,234/56 Ban Suan,Chon Buri,Sattahip,20250,8911026452
0000000404,567/89 Bang Saen,Chon Buri,Sattahip,20250,9719544933
0000000405,890/12 Bo Thong,Chon Buri,Sattahip,20250,9893201275
0000000406,456/78 Ban Chang,Chon Buri,Ban Chang,20150,8597154002
0000000407,123/45 Phan Thong,Chon Buri,Phan Thong,20140,2556517962
0000000408,789/12 Ko Loi,Chon Buri,Sriracha,20110,8903491355
0000000409,234/56 Sattahip Naval Base,Chon Buri,Sattahip,20250,9387715151
0000000410,567/89 Nong Kham,Chon Buri,Sriracha,20110,2905065242
0000000411,890/12 Phanat Nikhom,Chon Buri,Phanat Nikhom,20140,6007477342
0000000412,345/67 Nong Yai,Chon Buri,Sattahip,20250,3277298220
0000000413,678/90 Ban Bueng,Chon Buri,Ban Bueng,20170,5897609543
0000000414,901/23 Ko Lan,Chon Buri,Sattahip,20250,6041470153
0000000415,234/56 Bang Lamung Hospital,Chon Buri,Bang Lamung,20150,6223330722
0000000416,567/89 Nong Pla Lai,Chon Buri,Bang Lamung,20150,8781313291
0000000417,890/12 Nong Khor,Chon Buri,Mueang Chon Buri,20000,6059003139
0000000418,456/78 Ban Suan,Chon Buri,Ban Bueng,20170,8764544979
0000000419,123/45 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,2028688679
0000000420,789/12 Nong Irun,Chon Buri,Mueang Chon Buri,20000,6736803606
0000000421,234/56 Phan Thong,Chon Buri,Phan Thong,20140,1617404784
0000000422,567/89 Sattahip,Chon Buri,Sattahip,20250,2946263826
0000000423,890/12 Ban Chang,Chon Buri,Ban Chang,20150,2581218217
0000000424,345/67 Si Racha,Chon Buri,Sriracha,20110,3473357294
0000000425,678/90 Bang Lamung,Chon Buri,Bang Lamung,20150,2725624516
0000000426,901/23 Sattahip Naval Base,Chon Buri,Sattahip,20250,2551809653
0000000427,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,1724875496
0000000428,567/89 Ko Lan,Chon Buri,Sattahip,20250,1668708493
0000000429,890/12 Ban Bueng,Chon Buri,Ban Bueng,20170,2128558927
0000000430,456/78 Bang Lamung Hospital,Chon Buri,Bang Lamung,20150,9268032607
0000000431,123/45 Nong Pla Lai,Chon Buri,Bang Lamung,20150,4944014588
0000000432,789/12 Nong Khor,Chon Buri,Mueang Chon Buri,20000,2254095157
0000000433,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,6069636719
0000000434,567/89 Nong Pla Lai,Chon Buri,Bang Lamung,20150,3236476574
0000000435,890/12 Nong Khor,Chon Buri,Mueang Chon Buri,20000,9642894334
0000000436,345/67 Ban Bueng,Chon Buri,Ban Bueng,20170,2951871839
0000000437,678/90 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,9181811021
0000000438,901/23 Nong Irun,Chon Buri,Mueang Chon Buri,20000,3373252543
0000000439,234/56 Phan Thong,Chon Buri,Phan Thong,20140,3225645782
0000000440,567/89 Sattahip,Chon Buri,Sattahip,20250,5621803715
0000000441,890/12 Ban Chang,Chon Buri,Ban Chang,20150,6899482205
0000000442,456/78 Si Racha,Chon Buri,Sriracha,20110,8812152033
0000000443,123/45 Bang Lamung,Chon Buri,Bang Lamung,20150,4829330163
0000000444,789/12 Sattahip Naval Base,Chon Buri,Sattahip,20250,4759253387
0000000445,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,9018938675
0000000446,567/89 Ko Lan,Chon Buri,Sattahip,20250,4075525210
0000000447,890/12 Bang Lamung,Chon Buri,Bang Lamung,20150,7189500045
0000000448,345/67 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,5106451260
0000000449,678/90 Nong Irun,Chon Buri,Mueang Chon Buri,20000,1106612024
0000000450,901/23 Phan Thong,Chon Buri,Phan Thong,20140,8845204359
0000000451,234/56 Sattahip,Chon Buri,Sattahip,20250,9055791557
0000000452,567/89 Ban Chang,Chon Buri,Ban Chang,20150,4085365948
0000000453,890/12 Si Racha,Chon Buri,Sriracha,20110,2184497850
0000000454,456/78 Bang Lamung,Chon Buri,Bang Lamung,20150,7411914446
0000000455,123/45 Sattahip Naval Base,Chon Buri,Sattahip,20250,3496758886
0000000456,789/12 Ban Suan,Chon Buri,Ban Bueng,20170,8821007775
0000000457,234/56 Ko Lan,Chon Buri,Sattahip,20250,2601252106
0000000458,567/89 Bang Lamung,Chon Buri,Bang Lamung,20150,3927215723
0000000459,890/12 Ban Bueng,Chon Buri,Ban Bueng,20170,2107320842
0000000460,345/67 Bang Lamung Hospital,Chon Buri,Bang Lamung,20150,1708404286
0000000461,678/90 Nong Pla Lai,Chon Buri,Bang Lamung,20150,7505017807
0000000462,901/23 Nong Khor,Chon Buri,Mueang Chon Buri,20000,1802488033
0000000463,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,6439260916
0000000464,567/89 Nong Pla Lai,Chon Buri,Bang Lamung,20150,5435329000
0000000465,890/12 Nong Khor,Chon Buri,Mueang Chon Buri,20000,5938488860
0000000466,345/67 Ban Bueng,Chon Buri,Ban Bueng,20170,1191730617
0000000467,678/90 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,4327449357
0000000468,901/23 Nong Irun,Chon Buri,Mueang Chon Buri,20000,8155455773
0000000469,234/56 Phan Thong,Chon Buri,Phan Thong,20140,4915297385
0000000470,567/89 Sattahip,Chon Buri,Sattahip,20250,8602383538
0000000471,890/12 Ban Chang,Chon Buri,Ban Chang,20150,8493234219
0000000472,456/78 Si Racha,Chon Buri,Sriracha,20110,7402084901
0000000473,123/45 Bang Lamung,Chon Buri,Bang Lamung,20150,7999917523
0000000474,789/12 Sattahip Naval Base,Chon Buri,Sattahip,20250,4286523047
0000000475,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,7682268378
0000000476,567/89 Ko Lan,Chon Buri,Sattahip,20250,1314225509
0000000477,890/12 Bang Lamung,Chon Buri,Bang Lamung,20150,2058098560
0000000478,345/67 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,9953026302
0000000479,678/90 Nong Irun,Chon Buri,Mueang Chon Buri,20000,1348878016
0000000480,901/23 Phan Thong,Chon Buri,Phan Thong,20140,7861687429
0000000481,234/56 Sattahip,Chon Buri,Sattahip,20250,5275609205
0000000482,567/89 Ban Chang,Chon Buri,Ban Chang,20150,2105323836
0000000483,890/12 Si Racha,Chon Buri,Sriracha,20110,3433725420
0000000484,456/78 Bang Lamung,Chon Buri,Bang Lamung,20150,9606355114
0000000485,123/45 Sattahip Naval Base,Chon Buri,Sattahip,20250,6096776994
0000000486,789/12 Ban Suan,Chon Buri,Ban Bueng,20170,2949783329
0000000487,234/56 Ko Lan,Chon Buri,Sattahip,20250,9645965359
0000000488,567/89 Bang Lamung,Chon Buri,Bang Lamung,20150,3475905026
0000000489,890/12 Ban Bueng,Chon Buri,Ban Bueng,20170,1049457627
0000000490,345/67 Bang Lamung Hospital,Chon Buri,Bang Lamung,20150,5488569744
0000000491,678/90 Nong Pla Lai,Chon Buri,Bang Lamung,20150,9272883162
0000000492,901/23 Nong Khor,Chon Buri,Mueang Chon Buri,20000,3667967607
0000000493,234/56 Ban Suan,Chon Buri,Ban Bueng,20170,9043662493
0000000494,567/89 Nong Pla Lai,Chon Buri,Bang Lamung,20150,4081300918
0000000495,890/12 Nong Khor,Chon Buri,Mueang Chon Buri,20000,3454501579
0000000496,345/67 Ban Bueng,Chon Buri,Ban Bueng,20170,4871396620
0000000497,678/90 Mueang Chon Buri,Chon Buri,Mueang Chon Buri,20000,2889657157
0000000498,901/23 Nong Irun,Chon Buri,Mueang Chon Buri,20000,7632536004
0000000499,123/45 Nimmanhaemin Road,Chiang Mai,Mueang Chiang Mai,50200,9047330598
0000000500,789/12 Tha Phae Road,Chiang Mai,Mueang Chiang Mai,50100,4542436010
